node_id,cluster_id
6866516260,0
2453947051,0
4211515660,0
8787384683,0
1832666032,0
1637578546,0
8787692633,0
8787692634,0
104315,0
1236791552,1
4076126468,1
9805219989,1
25509527,1
25509533,1
1236791459,1
9856119617,1
7946372933,1
7946372934,1
7946372935,1
7946372936,1
7946372937,1
7946372938,1
7946372939,1
7946372940,1
7946372941,1
7946372942,1
9197589455,1
9197589454,1
9197589457,1
5516594509,1
1596648673,1
4076126448,1
3817308659,1
3817308660,1
104318,1
6369329153,2
373364225,2
25504769,2
373364228,2
6369329161,2
6369329162,2
6369329163,2
3518967818,2
6369329164,2
6369329166,2
6369329167,2
6369329169,2
1311962130,2
7926506525,2
7926506526,2
7926506527,2
7926506529,2
7926506530,2
7926506531,2
7926506532,2
319984684,2
2398924845,2
24951856,2
5475684917,2
1311962169,2
9310662202,2
1678452795,2
1678452796,2
1311962182,2
2387213899,2
441958990,2
441958992,2
1215563870,2
4870281310,2
18468962,2
1215563878,2
1215563895,2
107641,2
107646,2
107647,2
373364868,2
373364870,2
373364874,2
3965024397,2
373364878,2
3965024398,2
3965024399,2
973158035,2
107687,2
4922952362,2
1707790029,2
1054045407,2
1311961826,2
1707790052,2
1707790062,2
8868824843,2
1054045453,2
1163954964,2
5006978853,2
8868824870,2
8868824871,2
5006978855,2
5006978856,2
5006978857,2
5973627687,2
3816097104,2
8336028507,2
8336028508,2
8336028509,2
8336028510,2
25500517,2
1835356021,2
1771426165,2
4860803960,2
1649365881,2
4860803961,2
1268892541,2
9024139134,2
9024139135,2
104320,2
9024139136,2
9024139138,2
9024139137,2
2466445190,2
1311961991,2
9024139143,2
9024139144,2
9024139145,2
9024139147,2
9024139148,2
9024139146,2
1311962013,2
20965794,2
20965796,2
20965797,2
20965803,2
1163955130,2
7223709662,2
7223709664,2
1311962082,2
7223709668,2
7223709669,2
3644748774,2
1311962089,2
7223728617,2
2466442731,2
9856119641,3
104321,3
268997562,3
104322,4
1718233922,4
8869435268,4
1718233957,4
1718328198,4
1718233994,4
5046005790,4
7553887409,4
2140227862,4
1771426166,4
25161368,4
7553887415,4
7836155866,4
7836164763,4
7836164764,4
1771426173,4
1684511838,4
8438226815,4
104323,5
8429795032,5
295977520,5
4167762776,5
8429795033,5
8429795034,5
8429795035,5
107584,6
3847023130,6
251892950,6
107585,7
27460259,7
1312471271,7
4864083785,7
1493722804,7
1312471222,7
6218501751,7
1312471193,7
1312188768,8
107586,8
8043350341,8
8318757606,8
8318757605,8
4835109000,8
255678213,8
1312188619,8
9808795601,8
4726152850,8
8043350325,8
4726152854,8
4726152857,8
1678245252,9
4835109001,9
1312454038,9
1312454068,9
1782717878,9
4430996023,9
30056255,9
3247932481,9
4688513218,9
107587,9
9694087364,9
9694087365,9
8976060358,9
3247932486,9
9694087363,9
3816097108,9
4688513237,9
30056277,9
3816097109,9
3816097110,9
9781190366,9
9781190367,9
9781190368,9
3381130086,9
3381130087,9
109415,9
3381130089,9
3381130090,9
3381130091,9
3381130092,9
25248120,9
2203268985,9
25248122,9
25248123,9
25248124,9
3381130493,9
1365887500,10
2218344498,10
2218344501,10
2218344503,10
2218344505,10
2218344508,10
2218344509,10
2218344510,10
2218344511,10
107588,10
2218344516,10
2218344518,10
2218344522,10
2218340965,10
2218364541,10
2218364543,10
1497452171,10
2961557,10
9710332576,10
9710332577,10
3715515059,10
4866807989,10
5218862786,10
4866705606,10
7223326407,10
7223326408,10
7223326409,10
7223326410,10
7223326411,10
9021504716,10
7223326413,10
7223326414,10
1939558646,10
1939558647,10
1939558648,10
7223365368,10
1939558650,10
7223365371,10
1939558651,10
1939558649,10
7223365370,10
7223365372,10
1939558655,10
1939558657,10
24659709,10
1939558659,10
1939558660,10
1939558661,10
1939558663,10
1939558664,10
1939558666,10
1939558667,10
1939558671,10
1939558672,10
1939558673,10
1939558674,10
2538458898,10
1939558677,10
1939558678,10
1939558681,10
2195965722,10
1939558684,10
1046391070,10
1939558687,10
3139705121,10
2793904931,10
1939558697,10
1939558700,10
1939558701,10
9021535020,10
1939558704,10
8579522887,10
5925584203,10
5925584204,10
3816097106,10
3816097107,10
24950101,10
24950104,10
357999964,10
4866976610,10
4866976611,10
4866976613,10
4866976614,10
109416,10
4866976617,10
25248112,10
25248115,10
8869435258,10
25248127,10
25248128,10
9030155653,10
8807431560,10
1312264600,10
2387224474,10
2387224475,10
2218362306,10
2218362310,10
2218362314,10
2218362316,10
2218362321,10
1312188886,10
2218362332,10
1733389278,10
2218362336,10
2218362849,10
1731216865,10
212916714,10
5473274866,10
4866784251,10
5269678593,11
5977954180,11
9673091207,11
9673091208,11
9673091213,11
9673091214,11
3850146457,11
3987750684,11
3987750685,11
3987750686,11
3987750687,11
3987750688,11
3987750692,11
9673189925,11
9673189926,11
6110164649,11
6110164650,11
7900888377,11
107602,11
6110191188,11
7644741351,11
7900888437,11
5816743941,12
5816743942,12
5816743945,12
5816743947,12
5816743949,12
5816743950,12
8429945617,12
8429945618,12
4136137525,12
2203888698,12
25475770,12
5816744255,12
1689605567,12
5816744257,12
8429934918,12
107606,12
585199079,12
28418921,12
9693971447,12
1505332730,12
2364384488,13
8030470473,13
585124778,13
1951242858,13
1951242860,13
2364378222,13
2364371185,13
2364379602,13
2364379603,13
2364379604,13
2364379605,13
107613,13
107614,13
1864047135,13
25475328,14
1990912129,14
9700060292,14
4872502279,14
9690878344,14
9632417162,14
9632417163,14
9683581480,14
3385332654,14
9683686963,14
3733791671,14
1155552319,14
1137777343,14
8030470464,14
8030470469,14
7638732490,14
7638732491,14
25475417,14
4832472797,14
9135845214,14
680069471,14
107615,14
8579240311,14
9135845216,14
9135848931,14
9135845213,14
1951242856,14
1951242857,14
1990912106,14
1951242859,14
2364384492,14
2364384490,14
680069483,14
2364387947,14
9135848938,14
9135848937,14
2364371186,14
1990912115,14
8579240307,14
8579240309,14
8579240310,14
8579240308,14
8579240312,14
8579240313,14
8579240314,14
1312454055,15
8807410152,15
5925584201,15
107626,15
8807410154,15
25532475,15
25532464,15
4072083345,15
8390582613,15
259252667,15
1312454045,15
4077593104,16
5473273373,16
5473273376,16
7745051680,16
7926686250,16
385311796,16
6985395258,16
5473273425,16
1678227031,16
5238587992,16
5473273433,16
5238587994,16
5473273435,16
329983075,16
107627,16
107628,16
5049840242,16
5049840243,16
5049840245,16
5049840248,16
2961549,16
1569216662,16
25161377,16
25161378,16
25161379,16
4867087535,16
3153656028,16
3153656030,16
1951616231,16
1951616232,16
1951616234,16
1951616236,16
1951616261,16
2378843909,16
1951616263,16
1951616268,16
1951616270,16
1951616276,16
1951616278,16
6463234329,16
1951616283,16
1951616284,16
1951616287,16
1951616291,16
1951616292,16
1951616295,16
1951616297,16
4077599543,16
4077599545,16
9027328314,16
9027328313,16
1951616319,16
5141354328,16
5141354329,16
5141354330,16
5141354331,16
5141354332,16
1312453981,16
5141354333,16
24950113,16
24950114,16
385311590,16
5227220846,16
8807431535,16
8807431541,16
1782714747,16
8807431548,16
8807431550,16
6369361790,16
6369361792,16
1678226827,16
4072083344,16
5065949596,16
5065949598,16
1678226846,16
4748394420,16
25532377,16
25532384,16
1678226917,16
8807410158,16
8785024497,16
1312454029,17
1312454031,17
3887941013,17
2059790748,17
25532576,17
6458938017,17
1312454058,17
1312454061,17
25544110,17
5340811829,17
5340811830,17
25265077,17
25265079,17
4085783099,17
1418752708,17
5340811717,17
1312454090,17
4166634955,17
7911243856,17
1418752721,17
7911243857,17
4166634962,17
763372884,17
7911243861,17
7911243858,17
7911243863,17
9413430622,17
1312453999,17
107632,17
8753664977,18
107634,18
7223298253,18
25161361,18
5141625696,19
4729628192,19
9856119650,19
6369361796,19
6369361797,19
5141625702,19
5141625703,19
25067400,19
7223298252,19
7223298254,19
3644785104,19
107637,19
5141625621,19
5141625623,19
5141625625,19
6369361788,19
5141625630,19
6369361791,19
9856119648,20
107638,20
25505673,21
25504779,21
25161365,21
8807441176,21
3656358065,21
4866653236,21
1311961910,21
7926554423,21
4866651959,21
7926554424,21
4866651962,21
4866651963,21
4866651966,21
7926554430,21
4866651968,21
4866651969,21
7926554431,21
5046447437,21
1938819288,21
1938819301,21
25066470,21
1938819306,21
1938819313,21
2012969971,21
4866623226,21
107643,21
5207476609,22
5207476610,22
5207476611,22
5207476613,22
5055364614,22
5207476615,22
4627445257,22
5207476617,22
5207476619,22
4627445261,22
9684083982,22
9684083983,22
9684083984,22
107667,22
9684083987,22
9684083988,22
9684083992,22
9684083993,22
9684083995,22
5207477021,22
7066617760,22
473265708,22
4627491642,22
4627491643,22
5207476606,22
1828402769,22
1828402771,22
3813810132,22
3813810133,22
1828402774,22
3696548438,22
4627445213,22
4627445215,22
4627445216,22
4627445217,22
1938819299,22
1938819302,22
1938819304,22
1938819316,22
9754527740,22
9754527741,22
9754527742,22
5207476607,22
9754527744,23
